,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
276318,Professional Salaries,Undistributed,NaN,ELEM PRINCIPAL,NaN,General,School,1,School Leadership,NaN,NaN,100235.6,NaN,NaN,General Fund,NaN
312862,EMPLOYEE BENEFITS,SPECIAL EDUCATION-S/L-MAST,FEDERAL GDPG FUND - FY,Speech Language Pathologst,NaN,NaN,SPECIAL EDUCATION,NaN,TITLE VI-IDEA B-MAIN,PROFESSIONAL-INSTRUCTIONAL,NaN,462.29,NaN,n/a,NaN,SPECIAL EDUCATION
155779,Professional Salaries,Accelerated Education,NaN,T-EL LIT COACH,NaN,Reading Literacy,NaN,0.5,Instruction,NaN,NaN,27055.92,NaN,NaN,General Fund,NaN
4282,Professional Salaries,Special Education,NaN,T-MS/SE INCLUS,NaN,General,School,1,Instruction,NaN,NaN,58927.81,NaN,NaN,General Fund,NaN
149806,SUPPLIES,HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12,HIGH SCHOOL GENERAL ED PROGRAM 9-12,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,199.24,NaN,NaN,General Fund,NaN
285415,Equipment Maintenance Repairs,Undistributed,NaN,NaN,NaN,General,Human Resources,NaN,General Administration,NaN,NaN,3000.22,NaN,NaN,General Fund,NaN
378795,Field Trips,Undistributed,NaN,NaN,NaN,Cheerleading,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,349.6,NaN,NaN,General Fund,NaN
110712,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE,PRIMARY GRADES PROGRAM,PRIMARY GRADES PROGRAM,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,2611.84,NaN,NaN,General Fund,NaN
419203,General Supplies,Special Education,NaN,NaN,NaN,Special Education,School,NaN,Instruction,NaN,NaN,140.19,NaN,NaN,IDEA-B Formula,NaN
233859,SALARIES OF REGULAR EMPLOYEES,GENERAL K-8 EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,0.833358,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,58229.95,NaN,Regular,NaN,REGULAR INSTRUCTION
295382,INTEREST,Misc,DEBT SERVICE,NaN,NaN,NaN,ADMIN. SERVICES,NaN,DEBT SERVICES,NaN,NaN,2653572,NaN,NaN,Debt Service Fund,NaN
132860,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP I,NaN,General,School,0.78125,Food Services,NaN,NaN,18808.67,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
439062,EMPLOYEE BENEFITS,INSTRUCTIONAL STAFF TRAINING,FEDERAL GDPG FUND - FY,Administrators,NaN,NaN,LEADERSHIP DEVELOPMENT,NaN,SECONDARY TEACHER ENHANCEMENT,ADMINISTRATOR,NaN,24.05,NaN,n/a,NaN,INSTRUCTIONAL STAFF
357497,Professional Salaries,Special Education,NaN,SPEECH PATH,NaN,Speech Therapist,School,0.5,Instruction,NaN,NaN,29106.44,NaN,NaN,IDEA-B Preschool,NaN
54246,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,T-EL 5TH BIL,NaN,General,School,1,Instruction,NaN,NaN,54963.9,NaN,NaN,Title I- Part A,NaN
335298,Capital Assets - Locally Defined Groupings,Undistributed,NaN,NaN,Vocational,Capital Assets - Locally Defined Groupings,School,NaN,Facilities Acquisition And Construction,NaN,NaN,1407723,NaN,NaN,Capital Projects Fund,NaN
22230,NaN,Misc,NaN,School Data Clerk,NaN,NaN,NaN,1,NaN,DATA CLERK,NaN,62286.52,NaN,NaN,General Fund,NaN
351894,Salaries for Support Personnel,Undistributed,NaN,PAYROLL SP III,NaN,General,Finance,1,General Administration,NaN,NaN,54955.36,NaN,NaN,General Fund,NaN
340682,USDA Donated Commodities,Undistributed,NaN,NaN,NaN,General,School,NaN,Food Services,NaN,NaN,3196.02,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
230411,Professional Salaries,Accelerated Education,NaN,T-HS,NaN,General,Learning Support Services,1,"Guidance, Counseling and Evaluation Services",NaN,NaN,55043.39,NaN,NaN,General Fund,NaN
64892,Professional Salaries,Undistributed,NaN,ADM SUP- MATH,NaN,General,Math,1,Instructional Leadership,NaN,NaN,84276.76,NaN,NaN,General Fund,NaN
190316,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,EXT DAY TUITION PAID KINDERGAR,PROFESSIONAL-INSTRUCTIONAL,NaN,512.75,NaN,Regular,NaN,REGULAR INSTRUCTION
249857,Other Travel/Meeting Expense,NaN,Community Services,NaN,NaN,Travel Mileage/Meeting Expense *,NaN,NaN,Other Community Services *,NaN,NaN,-149.78,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,TITLE I - PARENT INVOLVEM
66405,Professional Salaries,Special Education,NaN,T-HS/SE SCORES,NaN,General,School,1,Instruction,NaN,NaN,53527.46,NaN,NaN,General Fund,NaN
363384,General Supplies,Accelerated Education,NaN,NaN,NaN,Support MS Struggler Learners,Assoc Superintendent-Area,NaN,Instruction,NaN,NaN,328118,NaN,NaN,General Fund,NaN
53350,NaN,NaN,"SUMMER ED, ARTS & SPORTS - SEAS",Aide (Afterschool),NaN,NaN,OFC COM & ED PROG-AFTER SCHOOL AIDES,0.025,NaN,NaN,NaN,1031.943,AFTERSCHOOL PROGRAMS,NaN,NaN,NaN
160737,Salaries for Support Personnel,Undistributed,NaN,A/C MECH III,NaN,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,NaN,NaN,48029.95,NaN,NaN,General Fund,NaN
310773,Subs for Support Personnel,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,School Leadership,NaN,NaN,218.3837,NaN,NaN,General Fund,NaN
385598,SALARIES OF PART TIME EMPLOYEE,GENERAL ELEMENTARY EDUCATION,FEDERAL GDPG FUND - FY,Reading & Writing Asst,NaN,NaN,NaN,0.103385,TITLE I,PARAPROFESSIONAL,NaN,1684.971,NaN,Regular,NaN,REGULAR INSTRUCTION
438672,BONUSES,NaN,NaN,BUS DRIVER,NaN,NaN,TRANSPORTATION,0,PUPIL TRANSPORTATION SERVICES,NaN,NaN,74.84,NaN,NaN,GENERAL FUND,NaN
95167,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP I,NaN,General,School,0.5,Food Services,NaN,NaN,12036.77,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
267153,Salaries for Support Personnel,Undistributed,NaN,CUSTODIAN I,NaN,General,School,1,Plant Maintenance & Operations,NaN,NaN,29018.74,NaN,NaN,General Fund,NaN
416736,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"ASST COACH,VFB",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,6464.35,NaN,NaN,Athletics,NaN
5165,Professional Services,Undistributed,NaN,NaN,NaN,General,"School, Family and Community Education",NaN,Instructional Leadership,NaN,NaN,-0.61,NaN,NaN,American Indian Educ. Proj.,NaN
363754,Reading Materials including Library Books,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,998.71,NaN,NaN,General Fund,NaN
87700,SALARIES OF REGULAR EMPLOYEES,GENERAL MIDDLE/JUNIOR HIGH SCH,GENERAL FUND,Teacher Secondary (Middle),NaN,NaN,NaN,1.000023,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,74729.04,NaN,Turnaround,NaN,REGULAR INSTRUCTION
46832,ADDITIONAL/EXTRA DUTY PAY/STIP,INSTRUCTIONAL STAFF TRAINING,GENERAL FUND,Teacher Secondary (Middle),NaN,NaN,NaN,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,48.80512,NaN,Regular,NaN,INSTRUCTIONAL STAFF
250088,Non Food,Undistributed,NaN,NaN,NaN,Warehouse Operations,School,NaN,Food Services,NaN,NaN,1538.62,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
437438,Regular *,NaN,Support Services - Instructional Staff,PARA (ED),NaN,NaN,SR CLASSIFIED SLRY/HRLY/DA,1,Classroom Support - Special Education Aides *,NaN,NaN,45594.59,PARAPROF,NaN,"IDEA, Part B Special Education, Education of Handicapped Children",IDEA B
38113,Food,Undistributed,NaN,NaN,NaN,General,School,NaN,Food Services,NaN,NaN,48551.35,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
421042,Professional Salaries,Basic Educational Services,NaN,MATH,NaN,General,School,1,Instruction,NaN,NaN,54113.01,NaN,NaN,General Fund,NaN
126906,Salaries for Support Personnel,Undistributed,NaN,ACCTG TECH I,NaN,General,Medicaid,1,General Administration,NaN,NaN,49421.39,NaN,NaN,Medicaid,NaN
371675,Extra Duty/Signing Bonus Pay,Undistributed,NaN,NaN,NaN,General,Assoc Superintendent-Area Elementary,NaN,Instructional Leadership,NaN,NaN,1091.578,NaN,NaN,General Fund,NaN
281459,Salaries for Support Personnel,Undistributed,NaN,ELCTRN TECH III,NaN,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,NaN,NaN,51582.98,NaN,NaN,General Fund,NaN
428549,Professional Salaries,Prekindergarten,NaN,T-EL PK BIL,NaN,Pre-K,School,1,Instruction,NaN,NaN,52964.17,NaN,NaN,General Fund,NaN
243388,Extra Duty/Signing Bonus Pay,Accelerated Education,NaN,NaN,NaN,After-School Detention,School,NaN,School Leadership,NaN,NaN,1268.068,NaN,NaN,General Fund,NaN
46518,Salaries And Wages For Substitute Professionals,Accelerated Education,Title Part A Improving Basic Programs,TEACHER SUBSTITUTE POOL,Instruction And Curriculum,Extra Substitute Teachers Grant Funded,Undistributed,NaN,Curriculum Development And Instructional Staff Dev,CERTIFIED SUBSTITUTE,Multilingual Dist Prof Development,91.99,NaN,NaN,Title Part A Improving Basic Programs,MISCELLANEOUS
259254,Extra Duty/Overtime,Special Education,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,-0.49,NaN,NaN,General Fund,NaN
118739,Professional Salaries,Bilingual Education,NaN,T-EL 3RD BIL,NaN,General,School,1,Instruction,NaN,NaN,56227.64,NaN,NaN,General Fund,NaN
89067,Professional Salaries,Special Education,NaN,T-EL/SE EC BIL,NaN,General,School,1,Instruction,NaN,NaN,53661.55,NaN,NaN,General Fund,NaN
64389,SOFTWARE SUBSCRIPTIONS,NaN,NaN,NaN,NaN,NaN,HUMAN RESOURCES,NaN,STAFF SERVICES,NaN,NaN,22940.55,NaN,NaN,GENERAL FUND,HUMAN RESOURCES
240398,Professional Salaries,Bilingual Education,NaN,T-EL 4TH ESL,NaN,General,School,1,Instruction,NaN,NaN,63901.68,NaN,NaN,General Fund,NaN
366305,General Supplies,Special Education,NaN,NaN,NaN,Special Education,School,NaN,Instruction,NaN,NaN,340.54,NaN,NaN,IDEA-B Formula,NaN
178911,Professional Salaries,Undistributed,NaN,ELEM PRINCIPAL,NaN,General,School,1,School Leadership,NaN,NaN,100234.6,NaN,NaN,General Fund,NaN
75080,Salaries And Wages For Teachers And Other Professi,Basic Educational Services,Operations,NINTH GRADE SPECIALIST,Virtual School,Extra Duty Wages,School,NaN,Instruction,TEACHER BACHELOR,Basic Educational Services - District Objective,208.5667,NaN,NaN,General Operating Fund,EXTENDED DAYS
3386,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP V,NaN,General,School,0.875,Food Services,NaN,NaN,25529.2,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
13083,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,DISTRICT SPECIAL REVENUE FUNDS,Classified Personnel,NaN,NaN,NaN,NaN,MISCELLANEOUS DONATIONS,PARAPROFESSIONAL,NaN,122.29,NaN,Regular,NaN,REGULAR INSTRUCTION
25299,Professional Salaries,Basic Educational Services,NaN,T-EL 3RD,NaN,General,School,1,Instruction,NaN,NaN,54878.16,NaN,NaN,General Fund,NaN
299270,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,MS ATHLETIC COR,NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,1296.871,NaN,NaN,Athletics,NaN
128397,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,DISTRICT SPECIAL REVENUE FUNDS,General Assignment,NaN,NaN,NaN,NaN,MONTESSORI TUITION BASED,PARAPROFESSIONAL,NaN,3007.97,NaN,Regular,NaN,REGULAR INSTRUCTION
265915,Salaries for Support Personnel,NaN,NaN,Programmer Analyst IV,NaN,NaN,Management Info System,1,NaN,NaN,NaN,84864.42,NaN,NaN,General Fund,NaN
254196,Professional Salaries,Basic Educational Services,NaN,T-HS SPANISH,NaN,General,School,1,Instruction,NaN,NaN,54113.44,NaN,NaN,General Fund,NaN
49843,Salaries And Wages For Substitute Professionals,Bilingual Education And Special Language Programs,Operations,TEACHER SUBSTITUTE POOL,All Campus Payroll,Salaries And Wages For Substitute Teachers,School,NaN,Instruction,DEGREED SUBSTITUTE,NaN,94.56799,NaN,NaN,General Operating Fund,REGULAR PAY
312418,Personal Services - Substitute Teachers Certified,Instruction - SPED,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,Special Education Instruction,70.26,NaN,NaN,General Purpose School,NaN
365988,SALARIES OF REGULAR EMPLOYEES,PSYCHOLOGICAL SERVICES,GENERAL FUND,Psychologist,NaN,NaN,PSYCHOLOGICAL SERVICES,0.225007,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,21416.38,PSYCHOLOGICAL SERVICES,n/a,NaN,STUDENTS
374144,OTHER PERSONAL SERVICES,NaN,NaN,SUB TEACHER ALL,INSTRUCTIONAL TECHNOLOGY,NaN,EXEC DIR INFO/INSTRUC TECH SER,0,INST STAFF TRAINING SVCS,NaN,NaN,81.84,NaN,NaN,GENERAL FUND,EXEC DIR OF IT
35325,Salaries And Wages For Teachers And Other Professi,"Title I, Part A Schoolwide Activities Related To State Comp",Title Part A Improving Basic Programs,SKILLS SPECIALIST,Instruction And Curriculum,Extended Year,Summer School,NaN,Instruction,TEACHER MASTER,NaN,1458.98,NaN,NaN,Title Part A Improving Basic Programs,EXTENDED YEAR
65619,General Supplies,Accelerated Education,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,5667.64,NaN,NaN,General Fund,NaN
159497,General Supplies,Services To Students With Disabilities (Special Education),NaN,NaN,Instruction And Curriculum,Capital Supplies ( Unit Cost and >,School,NaN,"Guidance, Counseling And Evaluation Services",NaN,"Comp to write assessment reports, TBAs, core tests, ARD",978.14,SUPPLIES & MATERIALS,NaN,Idea Part B Formula,NaN
122228,Professional Salaries,Basic Educational Services,NaN,MATH,NaN,General,School,1,Instruction,NaN,NaN,53436.85,NaN,NaN,General Fund,NaN
42299,SALARIES OF PART TIME EMPLOYEE,MALE ATHLETICS/SPORTS ACTIVITI,PUPIL ACTIVITY FUND,Misc Fee Basis,NaN,NaN,ATHLETICS & STUDENT ACTIVITIES,NaN,NON-PROJECT,OFFICE/ADMINISTRATIVE SUPPORT,NaN,82.59,ATHLETICS,n/a,NaN,COCURRICULAR ED/ACTIVITIES
300308,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP V,NaN,General,School,0.84375,Food Services,NaN,NaN,23582.2,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
103309,Salaries for Support Personnel,Undistributed,NaN,PUBLIC AFF SPEC,NaN,General,Office of Planning and Community Relations,1,General Administration,NaN,NaN,59107.78,NaN,NaN,General Fund,NaN
169733,Employee Allowance,Undistributed,NaN,TRAVEL,NaN,General,School,NaN,School Leadership,NaN,NaN,552.0237,NaN,NaN,General Fund,NaN
315704,Professional Salaries,Basic Educational Services,NaN,SOC SCI,NaN,General,School,1,Instruction,NaN,NaN,69730.14,NaN,NaN,General Fund,NaN
60928,SALARIES OF PART TIME EMPLOYEE,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,NaN,0.00431,UNALLOC BUDGETS/SCHOOLS,PROFESSIONAL-INSTRUCTIONAL,NaN,110.4279,TEACHER SUBS,Regular,NaN,REGULAR INSTRUCTION
169907,"Water,Wastewater, Sanitation",Undistributed,NaN,NaN,NaN,General,School,NaN,Plant Maintenance & Operations,NaN,NaN,15490.87,NaN,NaN,General Fund,NaN
434379,Employee Allowance,Undistributed,NaN,CELL PHONE,NaN,Mobile Phone,School,NaN,School Leadership,NaN,NaN,524.7709,NaN,NaN,General Fund,NaN
106847,Salaries for Support Personnel,Undistributed,NaN,TRUCK DRIVER IV,NaN,General,Central Warehouse,1,Plant Maintenance & Operations,NaN,NaN,44182.91,NaN,NaN,General Fund,NaN
76944,Employee Allowance,Special Education,NaN,TRAVEL,NaN,General,State Deaf,NaN,Instructional Leadership,NaN,NaN,2871.676,NaN,NaN,General Fund,NaN
46693,Personal Services - Substitute Teachers Certified,Instruction - Regular,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,Regular Instruction,143.3068,NaN,NaN,General Purpose School,NaN
13007,Extra Duty/Overtime,Special Education,NaN,NaN,NaN,General,Special Education,NaN,Instructional Leadership,NaN,NaN,0.52,NaN,NaN,IDEA-B Formula,NaN
95258,General Supplies,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,22852.47,NaN,NaN,General Fund,NaN
342326,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,MILL LEVY,"Teacher, Elementary",NaN,NaN,NaN,NaN,ARTS ED,PROFESSIONAL-INSTRUCTIONAL,NaN,20.4,NaN,Regular,NaN,REGULAR INSTRUCTION
319158,General Supplies,Basic Educational Services,NaN,NaN,NaN,Science,NaN,NaN,Instruction,NaN,NaN,100.17,NaN,NaN,General Fund,NaN
255176,Software,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,3999.71,NaN,NaN,Title I- Part A,NaN
412081,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"HC, VAR VOLLEYB",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,6718.893,NaN,NaN,Athletics,NaN
258757,Extra Duty/Signing Bonus Pay,Gifted and Talented,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,0.18,NaN,NaN,General Fund,NaN
163972,NaN,PUPIL TRANSPORTATION,NaN,Bus Driver,NaN,NaN,Transportation,1,NaN,BUS DRIVER,NaN,30441.67,NaN,NaN,General Fund,NaN
168116,Salaries for Support Personnel,Undistributed,NaN,ADMIN ASST II,NaN,General,School,1,School Leadership,NaN,NaN,47519.34,NaN,NaN,General Fund,NaN
449156,General Supplies,Athletics and Related,NaN,NaN,NaN,Girls Soccer,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,1699.79,NaN,NaN,Athletics,NaN
398970,OTHER PERSONAL SERVICES,NaN,NaN,CLERICAL/TCHR ASST SUB,NaN,NaN,School,0,INST STAFF TRAINING SVCS,NaN,NaN,55.11,NaN,NaN,GENERAL FUND,NaN
324210,SALARIES OF PART TIME EMPLOYEE,ADULT BASIC EDUCATION,FEDERAL GDPG FUND - FY,"Opp Teacher, Non-Voc",NaN,NaN,OPPORTUNITY SCHOOL,0.532866,AEFLA EXPANSION GRANT,PROFESSIONAL-INSTRUCTIONAL,NaN,30036.51,ADULT VOC ED OPPORTUNITY,Alternative,NaN,EDUCATION FOR ADULTS
405782,Classroom Supplies,NaN,Support Services - Instructional Staff,NaN,NaN,General Supplies *,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,-1661.03,NaN,NaN,Special Trust,ITEMS FOUNDATION-JULY
172355,SALARIES OF PART TIME EMPLOYEE,TECHNICAL ED/COMPUTER TECH,FEDERAL GDPG FUND - FY,Career Education Para,NaN,NaN,NaN,NaN,CARL PERKINS,PARAPROFESSIONAL,NaN,539.4361,NaN,Alternative,NaN,VOCATIONAL EDUCATION
55357,General Supplies,Basic Educational Services,NaN,NaN,NaN,Foreign Language,School,NaN,Instruction,NaN,NaN,1799.31,NaN,NaN,General Fund,NaN
383772,Misc Operating Expenses,Accelerated Education,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,"Guidance, Counseling and Evaluation Services",NaN,NaN,199.58,NaN,NaN,General Fund,NaN
327834,Extra Duty/Overtime,Undistributed,NaN,NaN,NaN,General,Office of Facilities,NaN,Plant Maintenance & Operations,NaN,NaN,545.0392,NaN,NaN,General Fund,NaN
57127,Part-Time Hourly,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Security & Monitoring Servicess,NaN,NaN,8711.515,NaN,NaN,General Fund,NaN
170883,Personal Services - Super / Dir / Supv,District Administration,NaN,PSYCHOLOGIST,STUDENT SUPPORT SERVICES,NaN,Central Office,0,NaN,PSYCHOLOGICAL,Special Education Support,6518.87,NaN,NaN,General Purpose School,NaN
5515,Personal Services - Substitute Teachers Certified,Instruction - CTE,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,Career & Technical Instruction,177.07,NaN,NaN,General Purpose School,NaN
66884,SALARIES OF REGULAR EMPLOYEES,STAFF SERVICES,GENERAL FUND,Business Services Spec,NaN,NaN,PAYROLL,0.75,NON-PROJECT,PROFESSIONAL-OTHER,NaN,41902.28,PAYROLL,n/a,NaN,CENTRAL
133110,Salaries for Support Personnel,Undistributed,NaN,V/H SCREENER,NaN,General,Health Services,0.5,Health Services,NaN,NaN,13809.76,NaN,NaN,General Fund,NaN
306672,EMPLOYEE BENEFITS,MALE ATHLETICS/SPORTS ACTIVITI,PUPIL ACTIVITY FUND,Misc Fee Basis,NaN,NaN,ATHLETICS & STUDENT ACTIVITIES,NaN,NON-PROJECT,OFFICE/ADMINISTRATIVE SUPPORT,NaN,91.91,ATHLETICS,n/a,NaN,COCURRICULAR ED/ACTIVITIES
291724,NaN,NaN,Support Services - Instructional Staff,NaN,NaN,General Supplies *,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,-582.36,NaN,NaN,Special Trust,ITEMV-VARIOUS GRANTS
257328,EMPLOYER PD MED CONTRIBUTION,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,ELA E-TEACHING SHELTERED ENG,PROFESSIONAL-INSTRUCTIONAL,NaN,83.33,NaN,Regular,NaN,REGULAR INSTRUCTION
20012,Personal Services - Substitute Teachers Certified,Instruction - SPED,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,Special Education Instruction,354.2599,NaN,NaN,General Purpose School,NaN
91446,EXTRA DUTY PAY-INSTRUCTIONAL,NaN,NaN,"TEACHER, DR PREV-HIGH",NaN,NaN,School,NaN,BASIC (FEFP K-12),NaN,NaN,676.53,NaN,NaN,FEDERAL DIRECT,SMALLER LEARN COMM
297897,Salaries for Support Personnel,Special Education,NaN,BUS DRIVER,NaN,General,Transportation Office,0.8958,Student Transportation,NaN,NaN,26156.26,NaN,NaN,General Fund,NaN
6208,SALARIES OF PART TIME EMPLOYEE,GENERAL ELEMENTARY EDUCATION,LEVY OVERRIDE,"Tutor, Hourly",NaN,NaN,NaN,0.500808,INDIAN FOCUS,PROFESSIONAL-OTHER,NaN,18020.87,HUMANITIES,Regular,NaN,REGULAR INSTRUCTION
391654,Extra Duty/Signing Bonus Pay,Undistributed,NaN,TRANSITION FAC,NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,2502.571,NaN,NaN,General Fund,NaN
374424,NaN,PROGRAM FOR INTELLECTUALLY GIFTED STUDENTS: CATEGORY VI,NaN,Teacher,NaN,NaN,NaN,1,NaN,MS SOCIAL SCIENCE,NaN,86853.02,NaN,NaN,General Fund,NaN
403856,Reading Materials,Undistributed,NaN,NaN,Instruction and Curriculum,Reading Materials,School,NaN,Extracurricular Activities,NaN,Undistributed,639.17,NaN,NaN,General Operating Fund,NaN
27771,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,ELA E-TEACHING SHELTERED ENG,PROFESSIONAL-INSTRUCTIONAL,NaN,812.97,NaN,Regular,NaN,REGULAR INSTRUCTION
236424,Miscellaneous Operating Costs,Undistributed,NaN,NaN,NaN,Incentives (Participatory Activity),School,NaN,Extracurricular Activities,NaN,NaN,132.16,NaN,NaN,Campus Activity Funds,NaN
314912,BONUSES,NaN,NaN,BUS DRIVER,NaN,NaN,TRANSPORTATION,0,PUPIL TRANSPORTATION SERVICES,NaN,NaN,56.81,NaN,NaN,GENERAL FUND,NaN
197421,Personal Services - Teachers,Instruction - Regular,NaN,NaN,NaN,NaN,NaN,1,NaN,TEACHER,Regular Instruction,7425.01,NaN,NaN,General Purpose School,NaN
186273,Personal Services - Teachers,Support - Regular Instruction,NaN,NaN,INSTRUCTIONAL COACHING,NaN,District Wide Resources,0,NaN,TIME CARD CERTIFIEDAddl,First Class,279.81,NaN,NaN,School Projects,First Class
7093,Part-Time Hourly,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,School Leadership,NaN,NaN,0.78,NaN,NaN,General Fund,NaN
