type,x,y
Asian restaurant,264590.3996089359,6253020.026780807
Indian / Middle Eastern restaurant,262828.76866713475,6255200.138544842
Traditional French restaurant,265454.4614964739,6249674.6130341105
Asian restaurant,265306.2952542285,6248539.188508693
European restuarant,264936.8258642863,6247792.922618828
Asian restaurant,259226.2473060829,6257436.859860045
Traditional French restaurant,266127.8330962824,6248512.293378439
Asian restaurant,265226.701818311,6248683.645574988
Traditional French restaurant,265333.12325151096,6248864.9815855315
Traditional French restaurant,265276.35031120566,6248664.361936546
European restuarant,265249.410994432,6248715.785069944
Other world restaurant,264707.1737547781,6249203.305415437
Maghrebian restaurant,264726.9886241412,6248966.984797379
Indian / Middle Eastern restaurant,266773.15218441054,6250173.185566269
Asian restaurant,267076.1638383498,6249709.293919856
Traditional French restaurant,259307.62185385163,6253021.0422301525
Traditional French restaurant,259269.4392685087,6253024.42706217
Maghrebian restaurant,261098.64114122515,6249911.460934029
European restuarant,261097.41662682442,6249905.708835138
Traditional French restaurant,260999.78943340076,6249701.173504611
Traditional French restaurant,260981.6443564005,6249805.724446067
Traditional French restaurant,261007.24783928224,6249755.986458612
Traditional French restaurant,260772.36371370874,6250050.189208233
European restuarant,260867.31923935696,6250145.27014263
European restuarant,260693.99479219198,6250280.618509575
European restuarant,260683.97603802063,6250291.9540334605
European restuarant,260413.69231437368,6250226.817274716
European restuarant,260443.19197943443,6250288.739480369
Central and South American restuarant,260500.63283668426,6250384.6690371465
Traditional French restaurant,260635.66337901508,6250343.387048848
Traditional French restaurant,260495.0668621424,6250411.57011321
Central and South American restuarant,260463.8974047217,6250354.7226567445
European restuarant,260342.55915975594,6250132.581344115
Traditional French restaurant,260183.5949269034,6250107.880537532
Asian restaurant,260348.01381480656,6250114.140324165
Traditional French restaurant,264440.4522548393,6248724.581163502
Traditional French restaurant,265612.75781238184,6246672.970568062
Traditional French restaurant,263152.81970483216,6253460.2354862625
European restuarant,262292.2087215111,6251160.435620175
Traditional French restaurant,262128.79170902626,6250839.79937688
Traditional French restaurant,261136.71240707688,6247791.569521889
European restuarant,261079.49418880665,6249887.945024971
European restuarant,261607.70517262176,6249654.14291941
Traditional French restaurant,256775.99399423087,6254068.881603512
Traditional French restaurant,265894.9527215426,6250836.077022115
Indian / Middle Eastern restaurant,262741.9394643154,6253050.659556173
Asian restaurant,262926.6184995409,6256396.053169165
Traditional French restaurant,265032.4493068763,6250055.433858294
Traditional French restaurant,265914.43363243196,6253461.927989884
European restuarant,265301.28587714286,6248315.065032303
Maghrebian restaurant,265869.6831971346,6247738.629773823
European restuarant,265763.818361388,6246767.337137229
Traditional French restaurant,265612.75781238184,6246672.970568062
Asian restaurant,265603.74093362875,6247025.074843005
Traditional French restaurant,265582.47891088534,6247077.333640976
European restuarant,265315.08949400194,6247310.726381984
European restuarant,265122.84073340095,6247566.789293046
European restuarant,265083.878911625,6247672.666972354
African restaurant,262315.02921712335,6254076.836945322
Asian restaurant,263321.0234554203,6254165.023256269
Traditional French restaurant,263750.4940509022,6251706.137348283
Indian / Middle Eastern restaurant,262667.0214470099,6255058.78664141
Traditional French restaurant,263240.9847415406,6252429.225151879
European restuarant,260760.22988921244,6250000.449785219
Asian restaurant,260723.38313776147,6249963.060819405
Traditional French restaurant,260826.6876252154,6249930.239872324
Asian restaurant,260850.73263522834,6249922.2884249
Asian restaurant,260554.95674819092,6249224.789434917
Asian restaurant,260547.72098128908,6249192.1405134415
European restuarant,260570.54147690127,6249110.941668916
Maghrebian restaurant,260513.768536596,6249317.154422854
Asian restaurant,260459.66726407182,6249494.2747172015
European restuarant,259582.13571814843,6249411.042942817
Traditional French restaurant,261078.1583549175,6252115.81747448
Central and South American restuarant,258719.74362297333,6256128.379799223
European restuarant,255565.9511293075,6253909.945596321
Traditional French restaurant,262451.95219079946,6250669.587918431
European restuarant,264850.2193004494,6248645.078342003
Asian restaurant,263603.32968407223,6246857.138558096
European restuarant,263912.01863204176,6246560.002652451
Asian restaurant,262511.61943786265,6245745.765000174
Asian restaurant,262358.33249904035,6246039.490308684
Asian restaurant,262659.785680108,6245459.320763907
Asian restaurant,262555.8132757095,6245422.797283445
Asian restaurant,262526.75888861093,6245433.788129059
Asian restaurant,262920.16196907486,6244960.856478841
Asian restaurant,262777.8956598422,6245274.675893186
Asian restaurant,263134.34066936106,6244530.388191672
Asian restaurant,263134.34066936106,6244530.388191672
Asian restaurant,263123.32003977144,6244592.945068648
Traditional French restaurant,265788.308649363,6246917.85229907
Central and South American restuarant,259889.15487375512,6247847.723226444
Traditional French restaurant,259449.7768435959,6248129.173907917
Traditional French restaurant,259426.06579205664,6248081.137192337
European restuarant,259343.35541039595,6248156.913543792
Traditional French restaurant,259359.7193755421,6248461.209781248
Asian restaurant,258645.49352261238,6248473.557774852
Traditional French restaurant,263240.9847415406,6252429.225151879
Traditional French restaurant,256028.37229406423,6253587.004943959
Indian / Middle Eastern restaurant,256389.71536117754,6253170.8223416265
Asian restaurant,256474.76345214568,6253239.197420193
Asian restaurant,256466.748448808,6252819.6471604165
Asian restaurant,258371.4249362805,6253692.788654382
Asian restaurant,262952.77857987594,6251640.312856314
Asian restaurant,254112.78649649335,6248852.971337931
Indian / Middle Eastern restaurant,254166.88776901754,6248884.0965217585
Asian restaurant,253805.76734088385,6247059.744883341
Asian restaurant,254175.01409184642,6248848.911539777
Traditional French restaurant,265431.1957228996,6257286.326948316
Other world restaurant,264712.9623682996,6255229.932780134
Asian restaurant,262521.41555305436,6244715.185920581
Asian restaurant,262323.044220461,6245606.769007923
Central and South American restuarant,262044.52285449393,6245656.651735538
Traditional French restaurant,258192.08923661156,6253311.973481683
Asian restaurant,257005.86874271868,6253215.503023523
Traditional French restaurant,260115.02212057554,6253275.077632804
Asian restaurant,260639.2256027204,6253830.394082623
Asian restaurant,268034.1793761177,6250420.8755367715
Asian restaurant,267439.3993368084,6250976.850850344
European restuarant,268252.9221755275,6250594.6350508835
Asian restaurant,263601.9938501831,6252214.813786701
Traditional French restaurant,263472.64060188254,6252170.8152828375
Traditional French restaurant,263240.9847415406,6252429.225151879
Traditional French restaurant,263375.90396438306,6252466.117315393
European restuarant,263240.9847415406,6252429.225151879
European restuarant,263761.0694025269,6251741.503417728
Maghrebian restaurant,265169.81755851733,6252431.425138774
Traditional French restaurant,264015.9910364431,6251838.126302987
European restuarant,253520.23284700024,6249532.169129327
Asian restaurant,252163.2482542294,6247840.281147819
European restuarant,251636.5957432859,6247275.209680545
Asian restaurant,252192.41396081643,6247963.245421691
Traditional French restaurant,258924.12620806784,6248160.296432431
European restuarant,264915.0072440895,6249614.894573382
Asian restaurant,259434.9713513185,6255393.802948529
Traditional French restaurant,261613.82774461692,6245673.899391034
Traditional French restaurant,261467.1086557491,6245359.219748538
European restuarant,261231.7792522135,6245403.013797256
European restuarant,261681.1760365469,6245844.8559926385
Traditional French restaurant,261605.47878280559,6245747.625059325
Traditional French restaurant,261961.81247283606,6245887.807055864
European restuarant,262020.3665249926,6246093.60316305
Asian restaurant,262720.7887610632,6245347.890822976
Asian restaurant,262798.6010851294,6245197.234461889
European restuarant,260827.68950063366,6246219.247779578
Maghrebian restaurant,261753.86766403343,6245959.50537876
Traditional French restaurant,261444.06552115726,6246169.361739761
European restuarant,261442.8410067565,6246201.49169784
Asian restaurant,262024.37402666,6246574.54634154
European restuarant,262125.67476328305,6246440.4409453245
Asian restaurant,261959.80872200237,6246803.52817916
European restuarant,261984.96692691915,6246748.396092797
Traditional French restaurant,267726.93758152856,6251077.356673767
European restuarant,267730.27716625144,6251071.434580398
Asian restaurant,267863.30395775137,6249440.309306841
European restuarant,268450.84823015594,6250034.793641324
European restuarant,262876.1907702104,6250019.059739224
European restuarant,264163.26672276424,6251879.584796652
African restaurant,264692.7022209773,6252014.622440334
Central and South American restuarant,265116.8294808998,6252212.4446306685
Traditional French restaurant,264702.16437769245,6251445.549811027
Asian restaurant,258823.15942991848,6248025.151082347
European restuarant,258548.64556562167,6247868.358115011
Traditional French restaurant,258712.73049505113,6247956.310662746
European restuarant,258519.36853954341,6247690.257002527
Traditional French restaurant,258634.36157353435,6247849.922023653
Asian restaurant,258630.5767108466,6247669.115143769
Traditional French restaurant,259472.26338073442,6246726.749236728
Maghrebian restaurant,258758.48280576678,6248138.815112526
Maghrebian restaurant,262865.0588211324,6256302.595091592
European restuarant,259795.6465014901,6255284.273672469
African restaurant,260299.36719733014,6256882.999991366
Asian restaurant,264443.7918395622,6253533.18269937
European restuarant,255859.05534856665,6254725.814898308
Traditional French restaurant,255675.0442302857,6254401.319703705
Traditional French restaurant,255612.70531544142,6254483.415643447
Asian restaurant,258940.8241316877,6248192.095651662
Asian restaurant,258924.12620806784,6248160.296432431
Traditional French restaurant,258869.69097706996,6248073.018337737
Traditional French restaurant,258854.88548479538,6248038.175008448
Asian restaurant,263730.34522306826,6245463.886210036
Asian restaurant,262776.22586747934,6245297.502651002
Asian restaurant,262941.5353113067,6245222.09004066
Asian restaurant,262828.5460281523,6245322.020348259
Asian restaurant,262769.99197599577,6245352.794385914
Asian restaurant,262973.15004669235,6245242.549449321
Asian restaurant,262884.53973202175,6245309.846034546
